FAT. PERDA USINAS HIDROELETRICAS
 XXXX XXXX    X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX
 9999
FAT. PERDA USINAS TERMICA
 XXXX XXXX    X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX
 9999
FAT. PERDA SUBMERCADO
 XXXX XXXX    X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX
 9999
FAT. PERDA INTERLIGACAO
 XXXX XXXX    X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX X.XXX
 0001 0002
      2018    .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173
              .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173
              .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173
      2019    .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
              .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
              .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
      2020    .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
              .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
              .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
      2021    .0140 .0140 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
              .0140 .0140 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
              .0140 .0140 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
      2022    .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
              .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
              .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
 0002 0001
      2018    .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173
              .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173
              .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173 .0173
      2019    .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
              .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
              .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
      2020    .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
              .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
              .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140 .0140
      2021    .0140 .0140 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
              .0140 .0140 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
              .0140 .0140 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
      2022    .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
              .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
              .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149 .0149
 0001 0003
      2018    .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167
              .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167
              .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167 .0167
      2019    .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085
              .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085
              .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085 .0085
      2020    .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082
              .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082
              .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082 .0082
      2021    .0082 .0082 .0095 .0095 .0095 .0095 .0095 .0095 .0095 .0095 .0095 .0095
              .0082 .0082 .0095 .0095 .0095 .0095 .0095 .0095 .0095 .0095 .0095 .0095
