 PATAMAR DE DEFICIT
 NUMERO DE PATAMARES DE DEFICIT
 XXX
   1
 CUSTO DO DEFICIT
 NUM|NOME SSIS.|    CUSTO DE DEFICIT POR PATAMAR  | P.U. CORTE POR PATAMAR|
 XXX|XXXXXXXXXX| F|XXXX.XX XXXX.XX XXXX.XX XXXX.XX|X.XXX X.XXX X.XXX X.XXX|
 1   SUDESTE     0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 2   SUL         0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 3   NORDESTE    0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 4   NORTE       0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 11  NOFICT1     1
 999
 LIMITES DE INTERCAMBIO
 A   B   A->B    B->A
 XXX XXX XJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT.XXXNOV. XXXDEZ.
   1   2               0
2023     4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.
   3   1               0
2019        0.      0.      0.      0.      0.   1000.   1000.   1000.   1000.   1000.   1000.   1000.
2020     1000.   1000.   1000.   1000.   1000.   1000.   1200.   1200.   1200.   1200.   1200.   1200.
2021     1200.   1200.   1200.   1200.   1200.   2000.   2000.   2000.   2000.   2000.   2000.   2000.
2022     2000.   2000.   4902.   4897.   4910.   4909.   4907.   4914.   4903.   4898.   4897.   4902.
2023     4902.   4899.   4905.   5733.   5776.   5773.   5767.   5784.   5750.   5753.   5743.   5737.
   1   4               0
2019        0.      0.      0.      0.      0.   1000.   1000.   1000.   1000.   2500.   2500.   2500.
2020     2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.
2021     2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.
2022     2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.
2023     2500.   2500.   2500.   5093.   5110.   5109.   5107.   5114.   5100.   5101.   5097.   5095.
   4   1               0
2019        0.      0.      0.      0.      0.   4000.   4000.   2076.   2058.   2069.   2043.   2046.
2020     8000.   8000.   8000.   8000.   8000.   8000.   2084.   2067.   2058.   2053.   2043.   2055.
2021     8000.   8000.   8000.   8000.   8000.   8000.   2076.   2076.   2058.   2045.   2043.   2063.
2022     8000.   8000.   8000.   8000.   8000.   8000.   2067.   2084.   2058.   2045.   2043.   2055.
2023     8000.   8000.   8000.   8000.   8000.   8000.   4000.   4000.   4000.   4000.   4000.   4000.
 999
 MERCADO DE ENERGIA TOTAL
 XXX
       XXXJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT.XXXNOV. XXXDEZ.
   1
2019        0.      0.      0.      0.      0.  38215.  38141.  39164.  40004.  40676.  39992.  40005.
2020    42259.  43961.  42995.  41525.  40114.  39451.  39374.  40431.  41298.  41991.  41285.  41299.
2021    43680.  45439.  44441.  42921.  41464.  40778.  40699.  41791.  42687.  43404.  42674.  42688.
2022    45169.  46988.  45956.  44384.  42877.  42167.  42085.  43215.  44142.  44883.  44128.  44143.
2023    46753.  48635.  47567.  45940.  44380.  43646.  43561.  44730.  45689.  46457.  45675.  45690.
POS     46753.  48635.  47567.  45940.  44380.  43646.  43561.  44730.  45689.  46457.  45675.  45690.
   2
2019        0.      0.      0.      0.      0.  11344.  11418.  11541.  11400.  11620.  11887.  12021.
2020    13073.  13575.  12838.  11934.  11666.  11705.  11857.  11895.  11749.  11976.  12251.  12389.
2021    13568.  14089.  13324.  12385.  12107.  12147.  12305.  12345.  12194.  12429.  12715.  12858.
2022    14086.  14627.  13833.  12858.  12570.  12612.  12776.  12817.  12660.  12904.  13201.  13349.
2023    14623.  15184.  14360.  13348.  13048.  13092.  13262.  13305.  13142.  13396.  13703.  13858.
POS     14623.  15184.  14360.  13348.  13048.  13092.  13262.  13305.  13142.  13396.  13703.  13858.
   3
2019        0.      0.      0.      0.      0.  10728.  10603.  10881.  11168.  11457.  11587.  11583.
2020    11955.  11968.  12183.  11980.  11695.  11391.  11213.  11379.  11679.  11981.  12117.  12113.
2021    12474.  12488.  12712.  12501.  12203.  11886.  11700.  11873.  12186.  12502.  12643.  12639.
2022    13035.  13049.  13283.  13063.  12752.  12420.  12226.  12407.  12734.  13064.  13211.  13207.
2023    13617.  13632.  13877.  13647.  13322.  12975.  12772.  12961.  13303.  13648.  13802.  13797.
