ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2023   50  -1.95  -0.93  -0.95  -2.62  -1.93  -3.66  -4.18  -3.95  -4.01  -1.72  -3.78  -0.94
2019   51   0.00   0.00   0.00   0.00   0.00  -0.26  -0.30  -0.27  -0.33  -0.16  -0.27  -0.10
2020   51  -0.31  -0.10  -0.12  -0.20  -0.17  -0.27  -0.30  -0.27  -0.34  -0.17  -0.27  -0.10
2021   51  -0.32  -0.10  -0.12  -0.20  -0.17  -0.27  -0.31  -0.28  -0.35  -0.17  -0.28  -0.11
2022   51  -0.32  -0.11  -0.12  -0.21  -0.17  -0.28  -0.32  -0.29  -0.35  -0.17  -0.28  -0.11
2023   51  -0.33  -0.11  -0.12  -0.21  -0.17  -0.28  -0.32  -0.29  -0.36  -0.18  -0.29  -0.11
2019   52   0.00   0.00   0.00   0.00   0.00  -0.33  -0.39  -0.35  -0.41  -0.26  -0.33  -0.21
2020   52  -0.37  -0.21  -0.23  -0.25  -0.28  -0.34  -0.40  -0.35  -0.42  -0.27  -0.34  -0.22
2021   52  -0.38  -0.22  -0.23  -0.26  -0.28  -0.34  -0.40  -0.36  -0.43  -0.27  -0.34  -0.22
2022   52  -0.38  -0.22  -0.24  -0.26  -0.29  -0.35  -0.41  -0.37  -0.44  -0.28  -0.35  -0.22
2023   52  -0.39  -0.22  -0.24  -0.27  -0.29  -0.35  -0.42  -0.37  -0.44  -0.28  -0.36  -0.22
2019   61   0.00   0.00   0.00   0.00   0.00  -6.04  -8.61  -6.91  -8.20  -4.24  -5.48  -2.90
2020   61  -6.27  -2.90  -2.94  -3.29  -4.42  -6.16  -8.79  -7.05  -8.37  -4.31  -5.58  -2.93
2021   61  -6.39  -2.93  -2.97  -3.33  -4.49  -6.27  -8.97  -7.19  -8.54  -4.38  -5.68  -2.96
2022   61  -6.51  -2.96  -3.01  -3.38  -4.56  -6.39  -9.15  -7.33  -8.71  -4.45  -5.79  -3.00
2023   61  -6.62  -3.00  -3.04  -3.42  -4.63  -6.51  -9.33  -7.47  -8.88  -4.52  -5.89  -3.03
2019   61   0.00   0.00   0.00   0.00   0.00  18.80  18.80  18.80  18.80  18.80  18.80  18.80
2020   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80
2021   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80
2022   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80
2023   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80
2019   62   0.00   0.00   0.00   0.00   0.00  -0.81  -1.11  -0.82  -0.90  -0.54  -0.53  -0.30
2020   62  -0.49  -0.30  -0.30  -0.33  -0.57  -0.82  -1.14  -0.83  -0.92  -0.54  -0.53  -0.30
2021   62  -0.49  -0.30  -0.31  -0.33  -0.58  -0.84  -1.16  -0.85  -0.93  -0.55  -0.54  -0.31
2022   62  -0.50  -0.31  -0.31  -0.33  -0.59  -0.85  -1.18  -0.86  -0.95  -0.56  -0.55  -0.31
2023   62  -0.51  -0.31  -0.31  -0.34  -0.60  -0.87  -1.21  -0.88  -0.97  -0.57  -0.56  -0.31
2019   63   0.00   0.00   0.00   0.00   0.00  -2.51  -3.26  -2.54  -2.98  -2.13  -2.24  -1.85
2020   63  -2.22  -1.86  -1.89  -1.91  -2.26  -2.55  -3.32  -2.58  -3.03  -2.16  -2.27  -1.88
2021   63  -2.26  -1.88  -1.91  -1.94  -2.30  -2.59  -3.38  -2.62  -3.08  -2.19  -2.31  -1.90
2022   63  -2.29  -1.90  -1.93  -1.96  -2.33  -2.63  -3.44  -2.66  -3.13  -2.21  -2.34  -1.92
2023   63  -2.32  -1.92  -1.95  -1.98  -2.36  -2.67  -3.50  -2.69  -3.18  -2.24  -2.37  -1.94
2019   66   0.00   0.00   0.00   0.00   0.00  -9.66 -15.60 -16.35  -9.99 -21.44  -7.78 -10.75
2020   66 -12.24  -7.53  -9.30 -15.39 -10.88  -9.77 -15.87 -16.64 -10.11 -21.88  -7.83 -10.89
2021   66 -12.41  -7.57  -9.39 -15.65 -11.02  -9.87 -16.14 -16.94 -10.22 -22.32  -7.88 -11.02
2022   66 -12.58  -7.61  -9.48 -15.91 -11.15  -9.97 -16.42 -17.23 -10.33 -22.76  -7.92 -11.16
2023   66 -12.76  -7.65  -9.57 -16.17 -11.29 -10.08 -16.69 -17.52 -10.44 -23.20  -7.97 -11.29
2019  117   0.00   0.00   0.00   0.00   0.00 -10.30 -10.30 -10.30 -10.29 -10.28 -10.30 -10.28
2020  117 -10.28 -10.28 -10.28 -10.30 -10.28 -10.30 -10.30 -10.30 -10.29 -10.29 -10.31 -10.29
2021  117 -10.29 -10.29 -10.29 -10.30 -10.29 -10.31 -10.31 -10.31 -10.30 -10.29 -10.31 -10.30
2022  117 -10.29 -10.29 -10.30 -10.31 -10.30 -10.32 -10.32 -10.31 -10.31 -10.30 -10.32 -10.30
2023  117 -10.30 -10.30 -10.30 -10.32 -10.30 -10.32 -10.32 -10.32 -10.31 -10.31 -10.33 -10.31
2019  118   0.00   0.00   0.00   0.00   0.00   2.03   2.04   2.03   2.08   2.08   1.99   2.07
2020  118   2.08   2.07   2.07   2.04   2.06   1.99   2.00   1.99   2.04   2.04   1.95   2.03
2021  118   2.04   2.04   2.03   2.00   2.02   1.95   1.96   1.96   2.01   2.01   1.91   1.99
2022  118   2.00   2.00   1.99   1.96   1.99   1.92   1.92   1.92   1.97   1.97   1.87   1.96
2023  118   1.96   1.96   1.96   1.92   1.95   1.88   1.89   1.88   1.93   1.93   1.84   1.91
2019  118   0.00   0.00   0.00   0.00   0.00  -7.86  -7.86  -7.86  -7.85  -7.85  -7.87  -7.85
2020  118  -7.85  -7.85  -7.85  -7.86  -7.85  -7.87  -7.87  -7.87  -7.86  -7.85  -7.88  -7.86
2021  118  -7.85  -7.86  -7.86  -7.87  -7.86  -7.88  -7.88  -7.88  -7.86  -7.86  -7.88  -7.86
2022  118  -7.86  -7.86  -7.86  -7.88  -7.86  -7.88  -7.88  -7.88  -7.87  -7.87  -7.89  -7.87
2023  118  -7.87  -7.87  -7.87  -7.88  -7.87  -7.89  -7.89  -7.89  -7.88  -7.87  -7.90  -7.88
2019  120   0.00   0.00   0.00   0.00   0.00  -0.11  -0.12  -0.13  -0.11  -0.10  -0.10  -0.10
2020  120  -0.10  -0.10  -0.10  -0.12  -0.11  -0.11  -0.12  -0.13  -0.12  -0.10  -0.10  -0.10
2021  120  -0.10  -0.10  -0.10  -0.12  -0.11  -0.11  -0.12  -0.13  -0.12  -0.10  -0.10  -0.10
2022  120  -0.10  -0.10  -0.10  -0.12  -0.11  -0.11  -0.12  -0.13  -0.12  -0.10  -0.11  -0.10
2023  120  -0.10  -0.10  -0.10  -0.12  -0.11  -0.11  -0.12  -0.13  -0.12  -0.10  -0.11  -0.10
2019  121   0.00   0.00   0.00   0.00   0.00  -0.17  -0.18  -0.20  -0.17  -0.15  -0.14  -0.13
2020  121  -0.13  -0.13  -0.13  -0.19  -0.18  -0.17  -0.18  -0.20  -0.17  -0.15  -0.14  -0.13
2021  121  -0.13  -0.13  -0.13  -0.19  -0.18  -0.17  -0.18  -0.20  -0.17  -0.15  -0.14  -0.13
2022  121  -0.13  -0.13  -0.13  -0.19  -0.18  -0.17  -0.19  -0.20  -0.17  -0.15  -0.14  -0.13
2023  121  -0.14  -0.13  -0.13  -0.19  -0.18  -0.17  -0.19  -0.20  -0.17  -0.15  -0.14  -0.13
2019  122   0.00   0.00   0.00   0.00   0.00  -0.03  -0.03  -0.04  -0.03  -0.02  -0.02  -0.02
2020  122  -0.02  -0.02  -0.02  -0.04  -0.03  -0.03  -0.03  -0.04  -0.03  -0.02  -0.02  -0.02
2021  122  -0.02  -0.02  -0.02  -0.04  -0.03  -0.03  -0.04  -0.04  -0.03  -0.02  -0.02  -0.02
2022  122  -0.02  -0.02  -0.02  -0.04  -0.03  -0.03  -0.04  -0.04  -0.03  -0.02  -0.02  -0.02
2023  122  -0.02  -0.02  -0.02  -0.04  -0.03  -0.03  -0.04  -0.04  -0.03  -0.02  -0.02  -0.02
2019  123   0.00   0.00   0.00   0.00   0.00  -8.15  -8.88  -9.96  -8.39  -5.41  -5.48  -5.86
2020  123  -5.96  -5.65  -5.16  -8.40  -7.52  -8.24  -8.98 -10.08  -8.49  -5.48  -5.56  -5.94
2021  123  -6.04  -5.73  -5.23  -8.50  -7.61  -8.34  -9.08 -10.19  -8.59  -5.56  -5.63  -6.02
2022  123  -6.12  -5.81  -5.31  -8.60  -7.70  -8.44  -9.19 -10.30  -8.69  -5.63  -5.71  -6.10
2023  123  -6.20  -5.88  -5.38  -8.70  -7.79  -8.54  -9.29 -10.42  -8.79  -5.71  -5.79  -6.18
2019  124   0.00   0.00   0.00   0.00   0.00  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03
2020  124  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03
2021  124  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03
2022  124  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03
2023  124  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.04  -0.03  -0.03  -0.03  -0.03
2019  126   0.00   0.00   0.00   0.00   0.00  -0.09  -0.09  -0.11  -0.09  -0.07  -0.05  -0.06
2020  126  -0.06  -0.06  -0.05  -0.09  -0.09  -0.09  -0.09  -0.11  -0.09  -0.07  -0.05  -0.06
2021  126  -0.06  -0.06  -0.06  -0.09  -0.09  -0.09  -0.10  -0.11  -0.09  -0.07  -0.05  -0.06
2022  126  -0.06  -0.06  -0.06  -0.09  -0.09  -0.09  -0.10  -0.11  -0.09  -0.07  -0.05  -0.06
2023  126  -0.06  -0.06  -0.06  -0.09  -0.09  -0.09  -0.10  -0.11  -0.09  -0.07  -0.05  -0.06
2019  126   0.00   0.00   0.00   0.00   0.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2020  126  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2021  126  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2022  126  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2023  126  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2019  127   0.00   0.00   0.00   0.00   0.00  -0.73  -0.74  -0.76  -0.73  -0.71  -0.70  -0.72
2020  127  -0.73  -0.73  -0.71  -0.72  -0.74  -0.74  -0.75  -0.77  -0.74  -0.72  -0.72  -0.73
2021  127  -0.74  -0.74  -0.72  -0.74  -0.76  -0.75  -0.77  -0.78  -0.75  -0.73  -0.73  -0.74
2022  127  -0.76  -0.75  -0.73  -0.75  -0.77  -0.76  -0.78  -0.80  -0.76  -0.74  -0.74  -0.76
2023  127  -0.77  -0.76  -0.74  -0.76  -0.78  -0.78  -0.79  -0.81  -0.78  -0.76  -0.75  -0.77
2019  127   0.00   0.00   0.00   0.00   0.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2020  127   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2021  127   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2022  127   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2023  127   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2019  127   0.00   0.00   0.00   0.00   0.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2020  127  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2021  127  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2022  127  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2023  127  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00  -2.00
2019  129   0.00   0.00   0.00   0.00   0.00  -1.74  -1.79  -2.20  -1.64  -1.24  -0.84  -0.88
2020  129  -0.92  -0.95  -0.88  -1.45  -1.62  -1.76  -1.81  -2.22  -1.65  -1.25  -0.85  -0.88
2021  129  -0.93  -0.95  -0.89  -1.46  -1.63  -1.77  -1.82  -2.24  -1.66  -1.26  -0.85  -0.89
2022  129  -0.94  -0.96  -0.90  -1.47  -1.65  -1.79  -1.84  -2.26  -1.68  -1.27  -0.86  -0.90
2023  129  -0.95  -0.97  -0.91  -1.49  -1.66  -1.80  -1.85  -2.28  -1.69  -1.28  -0.87  -0.91
2019  129   0.00   0.00   0.00   0.00   0.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2020  129   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2021  129   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2022  129   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2023  129   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00   2.00
2019  130   0.00   0.00   0.00   0.00   0.00  -0.91  -0.95  -1.31  -0.94  -0.56  -0.10  -0.12
2020  130  -0.16  -0.18  -0.15  -0.79  -0.95  -0.92  -0.96  -1.32  -0.95  -0.57  -0.10  -0.12
2021  130  -0.16  -0.18  -0.15  -0.79  -0.96  -0.93  -0.97  -1.33  -0.95  -0.57  -0.10  -0.13
2022  130  -0.16  -0.19  -0.15  -0.80  -0.96  -0.93  -0.97  -1.35  -0.96  -0.58  -0.10  -0.13
2023  130  -0.16  -0.19  -0.15  -0.81  -0.97  -0.94  -0.98  -1.36  -0.97  -0.58  -0.10  -0.13
2019  133   0.00   0.00   0.00   0.00   0.00  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50
2020  133  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50
2021  133  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50
2022  133  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50
2023  133  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50  -5.50
2019  134   0.00   0.00   0.00   0.00   0.00  -0.32  -0.32  -0.37  -0.35  -0.26  -0.17  -0.17
2020  134  -0.17  -0.25  -0.24  -0.33  -0.33  -0.32  -0.32  -0.37  -0.35  -0.26  -0.17  -0.17
2021  134  -0.17  -0.25  -0.24  -0.33  -0.34  -0.32  -0.32  -0.37  -0.35  -0.26  -0.17  -0.17
2022  134  -0.17  -0.25  -0.24  -0.33  -0.34  -0.32  -0.33  -0.37  -0.36  -0.26  -0.17  -0.17
2023  134  -0.17  -0.25  -0.24  -0.33  -0.34  -0.32  -0.33  -0.38  -0.36  -0.26  -0.17  -0.17
2019  134   0.00   0.00   0.00   0.00   0.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2020  134  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2021  134  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2022  134  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2023  134  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2019  135   0.00   0.00   0.00   0.00   0.00  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01
2020  135  -0.01  -0.02  -0.02  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01
2021  135  -0.01  -0.02  -0.02  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01
2022  135  -0.01  -0.02  -0.02  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01
2023  135  -0.01  -0.02  -0.02  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.02  -0.01  -0.01
2019  135   0.00   0.00   0.00   0.00   0.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2020  135   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2021  135   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2022  135   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2023  135   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2019  139   0.00   0.00   0.00   0.00   0.00  -1.30  -1.31  -1.50  -1.27  -0.93  -0.72  -0.73
2020  139  -0.72  -0.81  -0.83  -1.29  -1.31  -1.30  -1.31  -1.51  -1.28  -0.94  -0.73  -0.73
2021  139  -0.73  -0.81  -0.83  -1.29  -1.31  -1.31  -1.32  -1.51  -1.29  -0.94  -0.73  -0.73
2022  139  -0.73  -0.82  -0.84  -1.30  -1.32  -1.31  -1.32  -1.52  -1.29  -0.95  -0.73  -0.74
2023  139  -0.73  -0.82  -0.84  -1.30  -1.33  -1.32  -1.33  -1.53  -1.30  -0.95  -0.74  -0.74
2019  141   0.00   0.00   0.00   0.00   0.00  -3.70  -3.70  -4.30  -3.97  -3.00  -1.90  -1.90
2020  141  -1.90  -2.96  -2.67  -3.76  -3.79  -3.72  -3.72  -4.33  -4.00  -3.01  -1.91  -1.91
2021  141  -1.91  -2.98  -2.69  -3.78  -3.81  -3.74  -3.74  -4.35  -4.02  -3.03  -1.92  -1.92
2022  141  -1.92  -3.00  -2.70  -3.81  -3.83  -3.76  -3.76  -4.38  -4.04  -3.05  -1.93  -1.94
2023  141  -1.94  -3.02  -2.72  -3.83  -3.85  -3.79  -3.78  -4.40  -4.07  -3.07  -1.95  -1.95
2019  143   0.00   0.00   0.00   0.00   0.00  -2.76  -2.73  -3.43  -3.19  -2.24  -1.07  -1.07
2020  143  -1.12  -2.33  -1.87  -2.82  -2.96  -2.77  -2.74  -3.44  -3.21  -2.25  -1.07  -1.07
2021  143  -1.12  -2.34  -1.88  -2.83  -2.97  -2.78  -2.76  -3.46  -3.22  -2.26  -1.07  -1.07
2022  143  -1.13  -2.35  -1.89  -2.84  -2.99  -2.79  -2.77  -3.47  -3.23  -2.27  -1.07  -1.07
2023  143  -1.13  -2.36  -1.89  -2.85  -3.00  -2.80  -2.78  -3.48  -3.24  -2.28  -1.08  -1.07
2019  143   0.00   0.00   0.00   0.00   0.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00
2020  143 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00
2021  143 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00
2022  143 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00
2023  143 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00 -16.00
2019  144   0.00   0.00   0.00   0.00   0.00  -2.40  -2.37  -3.05  -2.89  -1.77  -0.54  -0.51
2020  144  -0.65  -2.43  -1.61  -2.59  -2.57  -2.41  -2.38  -3.06  -2.90  -1.78  -0.54  -0.51
2021  144  -0.65  -2.44  -1.62  -2.60  -2.58  -2.42  -2.39  -3.07  -2.91  -1.78  -0.54  -0.51
2022  144  -0.65  -2.45  -1.62  -2.61  -2.59  -2.43  -2.40  -3.09  -2.93  -1.79  -0.54  -0.51
2023  144  -0.66  -2.46  -1.63  -2.62  -2.60  -2.44  -2.41  -3.10  -2.94  -1.80  -0.54  -0.51
2019  144   0.00   0.00   0.00   0.00   0.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00
2020  144  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00
2021  144  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00
2022  144  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00
2023  144  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00  16.00
2019  148   0.00   0.00   0.00   0.00   0.00  -0.39  -0.40  -0.51  -0.50  -0.36  -0.13  -0.13
2020  148  -0.13  -0.26  -0.24  -0.38  -0.43  -0.40  -0.41  -0.52  -0.51  -0.37  -0.13  -0.13
2021  148  -0.13  -0.27  -0.24  -0.39  -0.43  -0.41  -0.42  -0.53  -0.52  -0.37  -0.13  -0.13
2022  148  -0.13  -0.27  -0.24  -0.39  -0.44  -0.41  -0.42  -0.54  -0.53  -0.38  -0.13  -0.13
2023  148  -0.13  -0.28  -0.25  -0.40  -0.45  -0.42  -0.43  -0.55  -0.54  -0.38  -0.13  -0.13
2019  153   0.00   0.00   0.00   0.00   0.00  -0.36  -0.36  -0.36  -0.35  -0.35  -0.35  -0.35
2020  153  -0.35  -0.35  -0.35  -0.36  -0.35  -0.36  -0.36  -0.36  -0.35  -0.35  -0.35  -0.35
2021  153  -0.35  -0.35  -0.35  -0.36  -0.35  -0.36  -0.36  -0.36  -0.36  -0.35  -0.35  -0.35
2022  153  -0.35  -0.35  -0.35  -0.36  -0.35  -0.36  -0.36  -0.36  -0.36  -0.35  -0.35  -0.35
2023  153  -0.35  -0.35  -0.35  -0.36  -0.35  -0.36  -0.36  -0.36  -0.36  -0.35  -0.35  -0.35
2019  155   0.00   0.00   0.00   0.00   0.00  -2.59  -2.50  -2.22  -2.52  -1.52  -1.11  -1.08
2020  155  -1.30  -2.63  -1.69  -3.04  -2.01  -2.63  -2.54  -2.25  -2.55  -1.54  -1.13  -1.09
2021  155  -1.32  -2.66  -1.71  -3.09  -2.04  -2.67  -2.57  -2.28  -2.59  -1.56  -1.14  -1.10
2022  155  -1.33  -2.70  -1.73  -3.13  -2.07  -2.70  -2.61  -2.31  -2.62  -1.58  -1.15  -1.12
2023  155  -1.35  -2.74  -1.75  -3.18  -2.10  -2.74  -2.65  -2.34  -2.66  -1.60  -1.16  -1.13
2019  156   0.00   0.00   0.00   0.00   0.00  -6.60  -6.37  -5.64  -6.40  -3.87  -2.84  -2.75
2020  156  -3.31  -6.69  -4.29  -7.75  -5.13  -6.69  -6.46  -5.72  -6.50  -3.92  -2.87  -2.78
2021  156  -3.35  -6.78  -4.35  -7.86  -5.20  -6.79  -6.55  -5.80  -6.59  -3.97  -2.90  -2.81
2022  156  -3.39  -6.88  -4.40  -7.98  -5.27  -6.88  -6.64  -5.88  -6.68  -4.02  -2.93  -2.84
2023  156  -3.43  -6.97  -4.46  -8.09  -5.34  -6.98  -6.73  -5.96  -6.77  -4.07  -2.96  -2.87
2019  162   0.00   0.00   0.00   0.00   0.00  -1.07  -1.92  -2.23  -2.35  -0.57  -0.17  -0.17
2020  162  -0.19  -0.20  -0.61  -1.29  -1.40  -1.09  -1.96  -2.27  -2.39  -0.58  -0.17  -0.17
2021  162  -0.19  -0.20  -0.62  -1.31  -1.42  -1.11  -1.99  -2.30  -2.42  -0.59  -0.17  -0.17
2022  162  -0.20  -0.20  -0.62  -1.33  -1.44  -1.12  -2.02  -2.34  -2.46  -0.59  -0.17  -0.17
2023  162  -0.20  -0.20  -0.63  -1.35  -1.46  -1.14  -2.05  -2.37  -2.50  -0.60  -0.17  -0.17
2019  162   0.00   0.00   0.00   0.00   0.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2020  162  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2021  162  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2022  162  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2023  162  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2019  192   0.00   0.00   0.00   0.00   0.00  -0.65  -0.65  -0.68  -0.66  -0.61  -0.56  -0.56
2020  192  -0.56  -0.58  -0.59  -0.66  -0.65  -0.65  -0.65  -0.68  -0.66  -0.61  -0.56  -0.56
2021  192  -0.56  -0.59  -0.59  -0.66  -0.66  -0.66  -0.66  -0.69  -0.67  -0.62  -0.57  -0.57
2022  192  -0.57  -0.59  -0.60  -0.67  -0.66  -0.66  -0.66  -0.69  -0.67  -0.62  -0.57  -0.57
2023  192  -0.57  -0.60  -0.60  -0.67  -0.67  -0.67  -0.67  -0.70  -0.68  -0.63  -0.58  -0.58
2019  192   0.00   0.00   0.00   0.00   0.00  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80
2020  192  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80
2021  192  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80
2022  192  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80
2023  192  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80  -0.80
2019  193   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01  -0.01  -0.01  -0.01   0.00   0.00
2020  193   0.00   0.00   0.00  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01   0.00   0.00
2021  193   0.00   0.00   0.00  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01   0.00   0.00
2022  193   0.00   0.00   0.00  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01   0.00   0.00
2023  193   0.00   0.00   0.00  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01   0.00   0.00
2019  193   0.00   0.00   0.00   0.00   0.00   0.80   0.80   0.80   0.80   0.80   0.80   0.80
2020  193   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80
2021  193   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80
2022  193   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80
2023  193   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80   0.80
2019  195   0.00   0.00   0.00   0.00   0.00  -0.09  -0.09  -0.09  -0.09  -0.08  -0.08  -0.08
2020  195  -0.08  -0.08  -0.08  -0.08  -0.09  -0.09  -0.09  -0.09  -0.09  -0.09  -0.08  -0.08
