ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2021  195  -0.08  -0.08  -0.08  -0.08  -0.09  -0.09  -0.09  -0.10  -0.09  -0.09  -0.08  -0.08
2022  195  -0.08  -0.08  -0.08  -0.09  -0.09  -0.09  -0.10  -0.10  -0.09  -0.09  -0.09  -0.09
2023  195  -0.09  -0.09  -0.09  -0.09  -0.09  -0.10  -0.10  -0.10  -0.09  -0.09  -0.09  -0.09
2019  195   0.00   0.00   0.00   0.00   0.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2020  195  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2021  195  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2022  195  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2023  195  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00  -1.00
2019  196   0.00   0.00   0.00   0.00   0.00  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04
2020  196  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04
2021  196  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04
2022  196  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04
2023  196  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04  -0.04
2019  196   0.00   0.00   0.00   0.00   0.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2020  196  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2021  196  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2022  196  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2023  196  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00
2019  203   0.00   0.00   0.00   0.00   0.00  -0.51  -0.55  -0.64  -0.63  -0.23  -0.11  -0.11
2020  203  -0.11  -0.11  -0.25  -0.47  -0.39  -0.53  -0.57  -0.66  -0.65  -0.23  -0.11  -0.11
2021  203  -0.11  -0.11  -0.26  -0.48  -0.40  -0.54  -0.59  -0.68  -0.67  -0.24  -0.11  -0.11
2022  203  -0.11  -0.11  -0.26  -0.49  -0.41  -0.56  -0.60  -0.70  -0.69  -0.24  -0.11  -0.11
2023  203  -0.11  -0.11  -0.27  -0.51  -0.42  -0.57  -0.62  -0.72  -0.71  -0.25  -0.11  -0.11
2019  217   0.00   0.00   0.00   0.00   0.00  -0.18  -0.18  -0.21  -0.19  -0.15  -0.11  -0.11
2020  217  -0.11  -0.14  -0.12  -0.16  -0.18  -0.19  -0.18  -0.21  -0.20  -0.15  -0.11  -0.11
2021  217  -0.11  -0.14  -0.12  -0.16  -0.18  -0.19  -0.18  -0.21  -0.20  -0.15  -0.11  -0.11
2022  217  -0.11  -0.14  -0.12  -0.16  -0.19  -0.19  -0.19  -0.22  -0.20  -0.15  -0.11  -0.11
2023  217  -0.11  -0.15  -0.12  -0.17  -0.19  -0.19  -0.19  -0.22  -0.20  -0.16  -0.11  -0.11
2019  217   0.00   0.00   0.00   0.00   0.00  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10
2020  217  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10
2021  217  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10
2022  217  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10
2023  217  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10  -2.10
2019  227   0.00   0.00   0.00   0.00   0.00 -21.59 -18.56 -17.51  -9.19  -3.30  -3.31  -3.32
2020  227  -3.30  -3.31 -10.78 -15.25 -18.65 -22.27 -19.15 -18.07  -9.48  -3.41  -3.41  -3.43
2021  227  -3.40  -3.41 -11.11 -15.72 -19.22 -22.96 -19.74 -18.63  -9.78  -3.51  -3.52  -3.53
2022  227  -3.50  -3.51 -11.45 -16.19 -19.80 -23.64 -20.33 -19.18 -10.07  -3.62  -3.63  -3.64
2023  227  -3.60  -3.62 -11.78 -16.66 -20.37 -24.33 -20.92 -19.74 -10.36  -3.72  -3.73  -3.74
2019  228   0.00   0.00   0.00   0.00   0.00  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50
2020  228  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50
2021  228  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50
2022  228  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50
2023  228  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50
2019  229   0.00   0.00   0.00   0.00   0.00  -3.52  -2.68  -2.38  -0.61  -0.07  -0.07  -0.07
2020  229  -0.06  -0.06  -0.84  -1.66  -2.59  -3.60  -2.74  -2.43  -0.62  -0.07  -0.07  -0.07
2021  229  -0.06  -0.05  -0.85  -1.69  -2.65  -3.69  -2.80  -2.48  -0.63  -0.07  -0.06  -0.07
2022  229  -0.06  -0.05  -0.86  -1.73  -2.71  -3.77  -2.86  -2.54  -0.63  -0.07  -0.06  -0.07
2023  229  -0.06  -0.05  -0.88  -1.76  -2.77  -3.86  -2.93  -2.59  -0.64  -0.06  -0.06  -0.06
2019  229   0.00   0.00   0.00   0.00   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50
2020  229   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50
2021  229   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50
2022  229   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50
2023  229   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50
2019  229   0.00   0.00   0.00   0.00   0.00 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50
2020  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50
2021  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50
2022  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50
2023  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50
2019  230   0.00   0.00   0.00   0.00   0.00  10.50  10.50  10.50  10.50  10.50  10.50  10.50
2020  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50
2021  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50
2022  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50
2023  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50
2019  230   0.00   0.00   0.00   0.00   0.00  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60
2020  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60
2021  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60
2022  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60
2023  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60
2019  241   0.00   0.00   0.00   0.00   0.00  -0.05  -0.05  -0.05  -0.04  -0.04  -0.04  -0.04
2020  241  -0.04  -0.04  -0.04  -0.04  -0.04  -0.05  -0.05  -0.05  -0.04  -0.04  -0.04  -0.04
2021  241  -0.04  -0.04  -0.04  -0.04  -0.04  -0.05  -0.05  -0.05  -0.04  -0.04  -0.04  -0.04
2022  241  -0.04  -0.04  -0.04  -0.04  -0.04  -0.05  -0.05  -0.05  -0.04  -0.04  -0.04  -0.04
2023  241  -0.04  -0.04  -0.04  -0.05  -0.04  -0.05  -0.05  -0.05  -0.05  -0.04  -0.04  -0.04
2019  249   0.00   0.00   0.00   0.00   0.00  -0.04  -0.04  -0.04  -0.05  -0.03  -0.04  -0.02
2020  249  -0.04  -0.02  -0.02  -0.02  -0.03  -0.04  -0.04  -0.04  -0.05  -0.03  -0.04  -0.02
2021  249  -0.04  -0.02  -0.02  -0.02  -0.03  -0.04  -0.04  -0.04  -0.05  -0.03  -0.04  -0.02
2022  249  -0.04  -0.02  -0.02  -0.02  -0.03  -0.04  -0.04  -0.04  -0.05  -0.03  -0.04  -0.02
2023  249  -0.04  -0.02  -0.02  -0.02  -0.03  -0.04  -0.04  -0.04  -0.05  -0.03  -0.04  -0.02
2019  251   0.00   0.00   0.00   0.00   0.00 -22.64 -24.00 -24.30 -22.66  -4.47  -2.39  -2.40
2020  251  -4.07  -7.92  -2.96 -17.99 -18.21 -23.33 -24.73 -25.03 -23.34  -4.59  -2.45  -2.46
2021  251  -4.17  -8.14  -3.03 -18.52 -18.75 -24.01 -25.46 -25.77 -24.03  -4.71  -2.51  -2.52
2022  251  -4.28  -8.37  -3.11 -19.04 -19.28 -24.70 -26.19 -26.51 -24.72  -4.84  -2.57  -2.58
2023  251  -4.39  -8.59  -3.18 -19.57 -19.81 -25.39 -26.92 -27.25 -25.41  -4.96  -2.63  -2.64
2019  252   0.00   0.00   0.00   0.00   0.00  -0.14  -0.14  -0.15  -0.14  -0.10  -0.10  -0.10
2020  252  -0.11  -0.10  -0.10  -0.13  -0.14  -0.14  -0.14  -0.15  -0.14  -0.10  -0.10  -0.10
2021  252  -0.11  -0.11  -0.10  -0.13  -0.14  -0.15  -0.15  -0.15  -0.14  -0.10  -0.10  -0.10
2022  252  -0.11  -0.11  -0.10  -0.13  -0.15  -0.15  -0.15  -0.16  -0.15  -0.10  -0.11  -0.11
2023  252  -0.11  -0.11  -0.10  -0.14  -0.15  -0.16  -0.16  -0.16  -0.15  -0.11  -0.11  -0.11
2019  253   0.00   0.00   0.00   0.00   0.00  -0.19  -0.20  -0.21  -0.17  -0.12  -0.12  -0.12
2020  253  -0.14  -0.13  -0.12  -0.15  -0.20  -0.20  -0.21  -0.21  -0.18  -0.13  -0.12  -0.12
2021  253  -0.14  -0.13  -0.12  -0.15  -0.20  -0.20  -0.21  -0.22  -0.18  -0.13  -0.13  -0.13
2022  253  -0.14  -0.13  -0.13  -0.15  -0.21  -0.21  -0.22  -0.22  -0.19  -0.13  -0.13  -0.13
2023  253  -0.15  -0.13  -0.13  -0.16  -0.21  -0.21  -0.22  -0.23  -0.19  -0.13  -0.13  -0.13
2019  257   0.00   0.00   0.00   0.00   0.00  -5.26  -5.05  -5.80  -5.78  -1.92  -1.42  -1.56
2020  257  -2.51  -2.40  -1.35  -4.79  -5.14  -5.42  -5.20  -5.97  -5.95  -1.97  -1.45  -1.60
2021  257  -2.57  -2.46  -1.38  -4.92  -5.29  -5.57  -5.35  -6.14  -6.12  -2.02  -1.49  -1.63
2022  257  -2.64  -2.52  -1.41  -5.06  -5.43  -5.73  -5.50  -6.31  -6.29  -2.07  -1.52  -1.67
2023  257  -2.71  -2.59  -1.44  -5.20  -5.58  -5.88  -5.65  -6.49  -6.46  -2.12  -1.56  -1.71
2019  261   0.00   0.00   0.00   0.00   0.00  -2.51  -2.57  -2.65  -2.46  -1.93  -1.89  -1.90
2020  261  -1.96  -1.94  -1.90  -2.23  -2.51  -2.58  -2.64  -2.72  -2.53  -1.98  -1.94  -1.95
2021  261  -2.01  -1.99  -1.94  -2.29  -2.57  -2.65  -2.71  -2.80  -2.60  -2.03  -1.99  -2.00
2022  261  -2.06  -2.04  -1.99  -2.35  -2.64  -2.72  -2.78  -2.87  -2.66  -2.08  -2.04  -2.05
2023  261  -2.11  -2.09  -2.04  -2.41  -2.71  -2.79  -2.85  -2.94  -2.73  -2.13  -2.09  -2.10
2019  262   0.00   0.00   0.00   0.00   0.00  -0.59  -0.61  -0.62  -0.36  -0.30  -0.25  -0.25
2020  262  -0.26  -0.26  -0.25  -0.39  -0.35  -0.60  -0.62  -0.63  -0.36  -0.30  -0.25  -0.25
2021  262  -0.26  -0.26  -0.25  -0.40  -0.35  -0.61  -0.63  -0.64  -0.37  -0.30  -0.25  -0.25
2022  262  -0.26  -0.26  -0.25  -0.40  -0.36  -0.62  -0.64  -0.65  -0.37  -0.30  -0.25  -0.25
2023  262  -0.26  -0.26  -0.25  -0.41  -0.36  -0.64  -0.65  -0.66  -0.37  -0.31  -0.25  -0.25
2019  276   0.00   0.00   0.00   0.00   0.00  -0.24  -0.25  -0.25  -0.24  -0.24  -0.23  -0.23
2020  276  -0.23  -0.23  -0.23  -0.23  -0.25  -0.25  -0.26  -0.26  -0.25  -0.24  -0.24  -0.24
2021  276  -0.24  -0.24  -0.24  -0.24  -0.25  -0.26  -0.27  -0.27  -0.26  -0.25  -0.25  -0.25
2022  276  -0.24  -0.25  -0.25  -0.25  -0.26  -0.27  -0.27  -0.28  -0.27  -0.26  -0.26  -0.26
2023  276  -0.25  -0.25  -0.26  -0.26  -0.27  -0.28  -0.28  -0.29  -0.28  -0.27  -0.27  -0.27
2019  276   0.00   0.00   0.00   0.00   0.00  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50
2020  276  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50
2021  276  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50
2022  276  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50
2023  276  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50  -8.50
2019  278   0.00   0.00   0.00   0.00   0.00  -0.26  -0.28  -0.29  -0.25  -0.22  -0.21  -0.21
2020  278  -0.21  -0.21  -0.21  -0.21  -0.24  -0.27  -0.28  -0.30  -0.25  -0.23  -0.21  -0.21
2021  278  -0.21  -0.21  -0.21  -0.21  -0.25  -0.28  -0.29  -0.31  -0.26  -0.23  -0.22  -0.22
2022  278  -0.22  -0.22  -0.22  -0.22  -0.25  -0.28  -0.30  -0.31  -0.27  -0.24  -0.22  -0.22
2023  278  -0.22  -0.22  -0.22  -0.22  -0.26  -0.29  -0.31  -0.32  -0.27  -0.25  -0.23  -0.23
2019  279   0.00   0.00   0.00   0.00   0.00  -0.35  -0.35  -0.35  -0.35  -0.34  -0.34  -0.34
2020  279  -0.34  -0.34  -0.34  -0.34  -0.35  -0.36  -0.36  -0.36  -0.36  -0.35  -0.35  -0.35
2021  279  -0.35  -0.35  -0.35  -0.35  -0.36  -0.37  -0.37  -0.38  -0.37  -0.37  -0.37  -0.37
2022  279  -0.36  -0.36  -0.36  -0.37  -0.37  -0.38  -0.39  -0.39  -0.38  -0.38  -0.38  -0.38
2023  279  -0.37  -0.37  -0.38  -0.38  -0.39  -0.39  -0.40  -0.40  -0.40  -0.39  -0.39  -0.39
2019  281   0.00   0.00   0.00   0.00   0.00  -0.83  -0.93  -1.16  -0.95  -0.78  -0.33  -0.11
2020  281  -0.07  -0.15  -0.29  -0.66  -0.78  -0.84  -0.93  -1.17  -0.96  -0.79  -0.33  -0.11
2021  281  -0.07  -0.15  -0.30  -0.66  -0.79  -0.84  -0.94  -1.17  -0.96  -0.79  -0.33  -0.12
2022  281  -0.07  -0.15  -0.30  -0.66  -0.79  -0.84  -0.94  -1.18  -0.97  -0.80  -0.33  -0.12
2023  281  -0.07  -0.15  -0.30  -0.67  -0.79  -0.85  -0.95  -1.18  -0.97  -0.80  -0.34  -0.12
2019  281   0.00   0.00   0.00   0.00   0.00  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70
2020  281  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70
2021  281  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70
2022  281  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70
2023  281  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70  -9.70
2019  283   0.00   0.00   0.00   0.00   0.00  -1.07  -1.01  -1.29  -1.32  -1.00  -0.59  -0.57
2020  283  -0.63  -1.00  -0.81  -1.06  -1.15  -1.08  -1.02  -1.31  -1.34  -1.02  -0.59  -0.57
2021  283  -0.63  -1.01  -0.82  -1.07  -1.16  -1.10  -1.03  -1.32  -1.36  -1.03  -0.59  -0.57
2022  283  -0.63  -1.03  -0.83  -1.09  -1.18  -1.11  -1.04  -1.34  -1.38  -1.04  -0.59  -0.57
2023  283  -0.64  -1.04  -0.84  -1.10  -1.19  -1.12  -1.06  -1.36  -1.40  -1.05  -0.59  -0.58
2019  285   0.00   0.00   0.00   0.00   0.00 -57.66 -57.66 -57.66 -57.66 -57.66 -57.66 -57.66
2020  285 -58.58 -58.58 -58.58 -58.58 -58.58 -58.58 -58.58 -58.58 -58.58 -58.58 -58.58 -58.58
2021  285 -59.50 -59.50 -59.50 -59.50 -59.50 -59.50 -59.50 -59.50 -59.50 -59.50 -59.50 -59.50
2022  285 -60.42 -60.42 -60.42 -60.42 -60.42 -60.42 -60.42 -60.42 -60.42 -60.42 -60.42 -60.42
2023  285 -61.34 -61.34 -61.34 -61.34 -61.34 -61.34 -61.34 -61.34 -61.34 -61.34 -61.34 -61.34
2019  285   0.00   0.00   0.00   0.00   0.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2020  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2021  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2022  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2023  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00
2019  285   0.00   0.00   0.00   0.00   0.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2020  285 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2021  285 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2022  285 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2023  285 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2019  287   0.00   0.00   0.00   0.00   0.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00
2020  287  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00
2021  287  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00
2022  287  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00
2023  287  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00  40.00
2019  287   0.00   0.00   0.00   0.00   0.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2020  287 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2021  287 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2022  287 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2023  287 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00 -40.00
2019  290   0.00   0.00   0.00   0.00   0.00  -0.08  -0.09  -0.09  -0.06  -0.05  -0.04  -0.04
2020  290  -0.04  -0.04  -0.04  -0.05  -0.05  -0.08  -0.09  -0.09  -0.06  -0.05  -0.04  -0.04
2021  290  -0.04  -0.04  -0.04  -0.05  -0.05  -0.09  -0.09  -0.09  -0.06  -0.05  -0.04  -0.04
2022  290  -0.04  -0.04  -0.04  -0.05  -0.05  -0.09  -0.09  -0.09  -0.06  -0.05  -0.04  -0.04
2023  290  -0.04  -0.04  -0.04  -0.05  -0.05  -0.09  -0.09  -0.09  -0.06  -0.05  -0.04  -0.04
2019  290   0.00   0.00   0.00   0.00   0.00  -0.06  -0.05  -0.05  -0.03  -0.03  -0.03  -0.03
2020  290  -0.03  -0.03  -0.03  -0.04  -0.04  -0.06  -0.05  -0.05  -0.03  -0.03  -0.03  -0.03
2021  290  -0.03  -0.03  -0.03  -0.04  -0.04  -0.06  -0.05  -0.06  -0.03  -0.03  -0.03  -0.03
2022  290  -0.03  -0.03  -0.03  -0.05  -0.04  -0.06  -0.05  -0.06  -0.03  -0.03  -0.03  -0.03
2023  290  -0.03  -0.03  -0.03  -0.05  -0.04  -0.06  -0.05  -0.06  -0.03  -0.03  -0.03  -0.03
2019   61   0.00   0.00   0.00   0.00   0.00  -0.28  -0.36  -0.32  -0.35  -0.28  -0.29  -0.28
2020   61  -0.29  -0.28  -0.28  -0.28  -0.29  -0.29  -0.37  -0.32  -0.36  -0.28  -0.30  -0.28
2021   61  -0.30  -0.28  -0.28  -0.28  -0.29  -0.29  -0.37  -0.33  -0.36  -0.29  -0.30  -0.29
2022   61  -0.30  -0.29  -0.29  -0.29  -0.29  -0.30  -0.38  -0.33  -0.37  -0.29  -0.30  -0.29
2023   61  -0.30  -0.29  -0.29  -0.29  -0.30  -0.30  -0.38  -0.34  -0.37  -0.29  -0.31  -0.29
2019  304   0.00   0.00   0.00   0.00   0.00  -0.45  -0.52  -0.56  -0.27  -0.29  -0.21  -0.21
2020  304  -0.21  -0.21  -0.21  -0.21  -0.33  -0.47  -0.54  -0.57  -0.27  -0.30  -0.22  -0.22
2021  304  -0.22  -0.22  -0.22  -0.22  -0.34  -0.48  -0.55  -0.59  -0.28  -0.31  -0.22  -0.22
2022  304  -0.22  -0.22  -0.22  -0.22  -0.35  -0.49  -0.57  -0.61  -0.29  -0.32  -0.23  -0.23
2023  304  -0.23  -0.23  -0.23  -0.23  -0.36  -0.51  -0.58  -0.62  -0.30  -0.33  -0.24  -0.24
2019  310   0.00   0.00   0.00   0.00   0.00  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17
2020  310  -0.17  -0.17  -0.17  -0.17  -0.17  -0.18  -0.18  -0.18  -0.18  -0.17  -0.17  -0.17
2021  310  -0.17  -0.17  -0.17  -0.17  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18
2022  310  -0.18  -0.18  -0.18  -0.18  -0.18  -0.19  -0.19  -0.19  -0.19  -0.19  -0.18  -0.18
2023  310  -0.18  -0.18  -0.18  -0.18  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19
2019  310   0.00   0.00   0.00   0.00   0.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00
2020  310 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00
2021  310 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00
2022  310 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00
2023  310 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00 -21.00
2019  311   0.00   0.00   0.00   0.00   0.00  -0.76  -0.84  -0.79  -0.60  -0.47  -0.38  -0.37
2020  311  -0.37  -0.37  -0.42  -0.40  -0.52  -0.77  -0.85  -0.80  -0.61  -0.48  -0.38  -0.37
2021  311  -0.37  -0.37  -0.42  -0.40  -0.53  -0.79  -0.87  -0.81  -0.62  -0.48  -0.38  -0.37
2022  311  -0.37  -0.37  -0.42  -0.40  -0.53  -0.80  -0.88  -0.83  -0.63  -0.49  -0.38  -0.37
2023  311  -0.37  -0.37  -0.43  -0.40  -0.54  -0.81  -0.90  -0.84  -0.64  -0.49  -0.39  -0.37
2019  312   0.00   0.00   0.00   0.00   0.00  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02
2020  312  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02
2021  312  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02
2022  312  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.03  -0.02  -0.02  -0.02
2023  312  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.03  -0.03  -0.02  -0.02  -0.02
2019  315   0.00   0.00   0.00   0.00   0.00  -0.06  -0.06  -0.06  -0.06  -0.05  -0.06  -0.04
2020  315  -0.05  -0.04  -0.04  -0.05  -0.05  -0.06  -0.06  -0.06  -0.06  -0.05  -0.06  -0.04
2021  315  -0.05  -0.04  -0.04  -0.05  -0.05  -0.06  -0.06  -0.06  -0.06  -0.05  -0.06  -0.04
2022  315  -0.05  -0.04  -0.04  -0.05  -0.05  -0.06  -0.06  -0.06  -0.06  -0.05  -0.06  -0.04
2023  315  -0.05  -0.05  -0.04  -0.05  -0.05  -0.06  -0.06  -0.06  -0.06  -0.05  -0.06  -0.04
2019  317   0.00   0.00   0.00   0.00   0.00  -0.11  -0.14  -0.12  -0.14  -0.11  -0.11  -0.11
2020  317  -0.11  -0.11  -0.11  -0.11  -0.11  -0.11  -0.14  -0.12  -0.14  -0.11  -0.11  -0.11
2021  317  -0.11  -0.11  -0.11  -0.11  -0.11  -0.11  -0.14  -0.13  -0.14  -0.11  -0.12  -0.11
2022  317  -0.12  -0.11  -0.11  -0.11  -0.11  -0.11  -0.14  -0.13  -0.14  -0.11  -0.12  -0.11
2023  317  -0.13  -0.11  -0.11  -0.11  -0.11  -0.11  -0.14  -0.13  -0.14  -0.11  -0.12  -0.11
2019  318   0.00   0.00   0.00   0.00   0.00  -0.78  -0.86  -0.69  -0.86  -0.69  -0.72  -0.68
2020  318  -0.72  -0.68  -0.68  -0.69  -0.70  -0.71  -0.90  -0.79  -0.87  -0.69  -0.72  -0.69
