NUM   TIPO   MODIF  MI ANOI MF ANOF
XXXX XXXXX XXXXXXXX XX XXXX XX XXXX
  24 GTMIN  0000.00  2 2019  3 2019                                                                                                                                                                     
  24 GTMIN   262.47  4 2019 11 2019                                                                                                                                                                     
  24 GTMIN  0000.00 12 2019 12 2019
  24 GTMIN   262.47  1 2020  1 2020                                                                                                                                                                     
  24 GTMIN  0000.00  2 2020  3 2020                                                                                                                                                                     
  24 GTMIN   262.47  4 2020 11 2020                                                                                                                                                                     
  24 GTMIN  0000.00 12 2020 12 2020
  24 GTMIN   262.47  1 2021  1 2021                                                                                                                                                                     
  24 GTMIN  0000.00  2 2021  3 2021                                                                                                                                                                     
  24 GTMIN   262.47  4 2021 11 2021                                                                                                                                                                     
  24 GTMIN  0000.00 12 2021 12 2021
  24 GTMIN   262.47  1 2022  1 2022                                                                                                                                                                     
  24 GTMIN  0000.00  2 2022  3 2022                                                                                                                                                                     
  24 GTMIN   262.47  4 2022 11 2022                                                                                                                                                                     
  24 GTMIN  0000.00 12 2022                                                                                                                                                                             
  30 POTEF    24.00  1 2018          NUTEPA                                                                                                                                                             
  30 FCMAX     0.00  1 2018                                                                                                                                                                             
  22 POTEF   126.00  1 2018          P.MEDICI A                                                                                                                                                         
  22 FCMAX     0.00  1 2018                                                                                                                                                                             
  23 POTEF   320.00  1 2018          P.MEDICI B                                                                                                                                                         
  23 FCMAX     0.00  1 2018                                                                                                                                                                             
 107 POTEF   345.00  3 2021          PAMPA SUL                                                                                                                                                          
 107 GTMIN  0170.00  3 2021                                                                                                                                                                             
  32 POTEF    20.00  1 2018          S.JERONIMO                                                                                                                                                         
  32 FCMAX     0.00  1 2018                                                                                                                                                                             
 149 POTEF     8.00  7 2018          SAO SEPE                                                                                                                                                           
  35 POTEF   639.90  1 2018          URUGUAIANA                                                                                                                                                         
  35 FCMAX     0.00  1 2018                                                                                                                                                                             
 109 POTEF    13.12  1 2018          ALTOS                                                                                                                                                              
 109 FCMAX     0.00  1 2018  2 2018                                                                                                                                                                     
 109 FCMAX    50.53  3 2018  3 2018                                                                                                                                                                     
 109 FCMAX    64.41  4 2018 12 2018                                                                                                                                                                     
 109 FCMAX   100.00  1 2019                                                                                                                                                                             
 111 POTEF    11.48  1 2018          ARACATI                                                                                                                                                            
 111 FCMAX     0.00  1 2018  2 2018                                                                                                                                                                     
 111 FCMAX    51.31  3 2018  3 2018                                                                                                                                                                     
 111 FCMAX    67.16  4 2018 12 2018                                                                                                                                                                     
 111 FCMAX   100.00  1 2019                                                                                                                                                                             
 112 POTEF    30.97  1 2018          BAHIA I                                                                                                                                                            
 113 POTEF    11.48  1 2018          BATURITE                                                                                                                                                           
