NUM   TIPO   MODIF  MI ANOI MF ANOF
XXXX XXXXX XXXXXXXX XX XXXX XX XXXX
 140 GTMIN   264.00  7 2022  7 2022
 140 GTMIN   264.00  8 2022  8 2022
 140 GTMIN   264.00  9 2022  9 2022
 140 GTMIN   264.00 10 2022 10 2022
 140 GTMIN   264.00 11 2022 11 2022
 140 GTMIN   264.00 12 2022 12 2022
 140 GTMIN   264.00  1 2023  1 2023
 140 GTMIN   264.00  2 2023  2 2023
 140 GTMIN   264.00  3 2023  3 2023
 140 GTMIN   264.00  4 2023  4 2023
 140 GTMIN   264.00  5 2023  5 2023
 140 GTMIN   264.00  6 2023  6 2023
 140 GTMIN   264.00  7 2023  7 2023
 140 GTMIN   264.00  8 2023  8 2023
 140 GTMIN   264.00  9 2023  9 2023
 140 GTMIN   264.00 10 2023 10 2023
 140 GTMIN   264.00 11 2023 11 2023
 140 GTMIN   264.00 12 2023 12 2023
 206 POTEF   110.00  6 2019 12 2023
 206 FCMAX     0.00  6 2019 12 2023
 141 POTEF   150.00  6 2019 12 2023
 141 FCMAX     0.00  6 2019 12 2023
  46 POTEF   178.21  6 2019 12 2023
 228 POTEF     5.54  7 2021 12 2023
 228 GTMIN     2.25  7 2021 12 2023
 116 POTEF    56.28  6 2019 12 2023
 207 POTEF    66.00  6 2019 12 2023
 207 GTMIN    64.00  6 2019 12 2023
 207 IPTER     0.53  6 2019 12 2023
 176 POTEF   360.14  6 2019 12 2023
 136 POTEF   254.84  6 2019 12 2023
 136 GTMIN   196.14  6 2019 12 2019
 136 GTMIN   194.73  1 2020 12 2023
 209 POTEF    93.04  6 2019 12 2023
 209 FCMAX    70.54  6 2019 12 2023
 209 GTMIN    63.00  6 2019 12 2023
 109 TEIFT     0.00  6 2019  7 2019
 111 TEIFT     0.00  6 2019  7 2019
 113 TEIFT     0.00  6 2019  7 2019
 117 TEIFT     0.00  6 2019  7 2019
 119 TEIFT     0.00  6 2019  7 2019
 121 TEIFT     0.00  6 2019  7 2019
 125 TEIFT     0.00  6 2019  7 2019
 127 TEIFT     0.00  6 2019  7 2019
 133 TEIFT     0.00  6 2019  7 2019
 135 TEIFT     0.00  6 2019  7 2019
 138 TEIFT     0.00  6 2019  7 2019
